Date,Name,Status,Project,Count
1/14/2016,Marcel Reutegger,Resolved,Jackrabbit Oak,1
3/8/2016,Michael Dürig,Open,Jackrabbit Oak,1
3/21/2016,Julian Reschke,Closed,Jackrabbit Oak,1
6/14/2016,Michael Dürig,Resolved,Jackrabbit Oak,1
7/4/2016,Marcel Reutegger,Closed,Jackrabbit Oak,1
10/17/2016,Thomas Mueller,Resolved,Jackrabbit Oak,1
10/21/2016,Vikas Saurabh,Closed,Jackrabbit Oak,1
11/30/2016,Stephan Matschinsky,Closed,Jackrabbit Oak,1
1/16/2017,Amit Jain,Reopened,Jackrabbit Oak,1
1/16/2017,Amit Jain,Resolved,Jackrabbit Oak,1
2/23/2017,Michael Dürig,Open,Jackrabbit Oak,1
3/2/2017,Marcel Reutegger,Resolved,Jackrabbit Oak,1
3/3/2017,Michael Dürig,Open,Jackrabbit Oak,1
3/10/2017,Amit Jain,Open,Jackrabbit Oak,1
3/10/2017,Amit Jain,Resolved,Jackrabbit Oak,1
3/10/2017,Davide Giannella,Closed,Jackrabbit Oak,1
3/10/2017,Davide Giannella,Resolved,Jackrabbit Oak,1
4/11/2017,Alex Deparvu,Open,Jackrabbit Oak,1
4/18/2017,Julian Reschke,Closed,Jackrabbit Oak,1
4/19/2017,Marcel Reutegger,Open,Jackrabbit Oak,1
5/24/2017,Marcel Reutegger,Open,Jackrabbit Oak,1
6/7/2017,Vikas Saurabh,Closed,Jackrabbit Oak,1
6/28/2017,Michael Dürig,Open,Jackrabbit Oak,1
7/14/2017,Francesco Mari,Closed,Jackrabbit Oak,1
7/17/2017,Marcel Reutegger,Closed,Jackrabbit Oak,1
8/3/2017,Davide Giannella,Closed,Jackrabbit Oak,1
8/3/2017,Davide Giannella,Resolved,Jackrabbit Oak,1
8/23/2017,Vikas Saurabh,Closed,Jackrabbit Oak,1
9/14/2017,Julian Reschke,Closed,Jackrabbit Oak,1
10/2/2017,Andrei Dulceanu,Resolved,Jackrabbit Oak,1
10/2/2017,Davide Giannella,Closed,Jackrabbit Oak,1
10/2/2017,Marcel Reutegger,Resolved,Jackrabbit Oak,1
10/16/2017,Julian Reschke,Closed,Jackrabbit Oak,1
10/23/2017,Jörg Hoh,Open,Jackrabbit Oak,1
10/23/2017,Marcel Reutegger,Open,Jackrabbit Oak,1
10/27/2017,Julian Reschke,Resolved,Jackrabbit Oak,1
10/27/2017,Robert Munteanu,Resolved,Jackrabbit Oak,1
11/8/2017,Alex Deparvu,Closed,Jackrabbit Oak,1
11/8/2017,Julian Reschke,Closed,Jackrabbit Oak,1
12/8/2017,Amit Jain,Resolved,Jackrabbit Oak,1
12/14/2017,Vikas Saurabh,Open,Jackrabbit Oak,1
1/19/2018,Amit Jain,Closed,Jackrabbit Oak,1
1/19/2018,Amit Jain,Resolved,Jackrabbit Oak,1
1/19/2018,Thomas Mueller,Resolved,Jackrabbit Oak,1
1/22/2018,Davide Giannella,Closed,Jackrabbit Oak,1
1/22/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
1/24/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
1/25/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
1/28/2018,Manfred Baedke,Open,Jackrabbit Oak,1
1/30/2018,Vikas Saurabh,Closed,Jackrabbit Oak,1
2/2/2018,Julian Reschke,Closed,Jackrabbit Oak,1
2/6/2018,Davide Giannella,Closed,Jackrabbit Oak,1
2/6/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
2/6/2018,Julian Reschke,Open,Jackrabbit Oak,1
2/6/2018,Thomas Mueller,Open,Jackrabbit Oak,1
2/6/2018,Vikas Saurabh,Closed,Jackrabbit Oak,1
2/6/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
2/8/2018,Thomas Mueller,Open,Jackrabbit Oak,1
2/26/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
3/7/2018,Amit Jain,Closed,Jackrabbit Oak,1
3/7/2018,Amit Jain,Resolved,Jackrabbit Oak,1
3/7/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
3/12/2018,Amit Jain,Closed,Jackrabbit Oak,1
3/12/2018,Amit Jain,Resolved,Jackrabbit Oak,1
3/12/2018,Michael Dürig,Open,Jackrabbit Oak,1
3/12/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
3/21/2018,Davide Giannella,Closed,Jackrabbit Oak,1
3/21/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
3/21/2018,Julian Reschke,Open,Jackrabbit Oak,1
4/9/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
4/12/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
4/12/2018,Thomas Mueller,Open,Jackrabbit Oak,1
4/27/2018,Davide Giannella,Closed,Jackrabbit Oak,1
4/27/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
4/27/2018,Tomek Rękawek,In Progress,Jackrabbit Oak,1
5/4/2018,Davide Giannella,Closed,Jackrabbit Oak,1
5/4/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
5/8/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
5/14/2018,Chetan Mehrotra,Open,Jackrabbit Oak,1
5/14/2018,Julian Reschke,Closed,Jackrabbit Oak,1
5/14/2018,Stefan Egli,Open,Jackrabbit Oak,1
5/22/2018,Michael Dürig,Open,Jackrabbit Oak,1
5/25/2018,Davide Giannella,Closed,Jackrabbit Oak,1
5/25/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
5/25/2018,Marcel Reutegger,In Progress,Jackrabbit Oak,1
5/25/2018,Stefan Seifert,Resolved,Jackrabbit Oak,1
5/25/2018,Thomas Mueller,Open,Jackrabbit Oak,1
6/6/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/6/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/7/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/7/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/11/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/11/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/18/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/18/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/18/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
6/18/2018,Moh.riza,Resolved,Jackrabbit Oak,1
6/20/2018,Amit Jain,Closed,Jackrabbit Oak,1
6/20/2018,Amit Jain,Resolved,Jackrabbit Oak,1
6/20/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
6/20/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
6/20/2018,Moh.riza,Closed,Jackrabbit Oak,1
6/21/2018,Alex Deparvu,Open,Jackrabbit Oak,1
6/21/2018,Amit Jain,Open,Jackrabbit Oak,1
6/21/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
6/22/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
6/22/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
6/22/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
6/22/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
6/22/2018,Tommaso Teofili,Closed,Jackrabbit Oak,1
6/22/2018,Vikas Saurabh,Closed,Jackrabbit Oak,1
6/25/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
6/25/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
6/25/2018,Michael Dürig,Open,Jackrabbit Oak,1
6/25/2018,Moh.riza,Closed,Jackrabbit Oak,1
6/25/2018,Vikas Saurabh,Closed,Jackrabbit Oak,1
6/26/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/26/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/28/2018,Marcel Reutegger,In Progress,Jackrabbit Oak,1
6/29/2018,Davide Giannella,Closed,Jackrabbit Oak,1
6/29/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
6/29/2018,Joseph Abraham,Open,Jackrabbit Oak,1
6/29/2018,Joseph Abraham,Resolved,Jackrabbit Oak,1
7/2/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/2/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/2/2018,Thomas Mueller,Resolved,Jackrabbit Oak,1
7/3/2018,Amit Jain,Closed,Jackrabbit Oak,1
7/3/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/3/2018,Francesco Mari,In Progress,Jackrabbit Oak,1
7/3/2018,Michael Dürig,Open,Jackrabbit Oak,1
7/3/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
7/4/2018,Amit Jain,Closed,Jackrabbit Oak,1
7/4/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/4/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/4/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/5/2018,Julian Reschke,Open,Jackrabbit Oak,1
7/5/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
7/5/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
7/5/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/5/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
7/6/2018,Amit Jain,Closed,Jackrabbit Oak,1
7/6/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/6/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
7/6/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
7/9/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
7/11/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/11/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/11/2018,Stefan Egli,In Progress,Jackrabbit Oak,1
7/12/2018,Chetan Mehrotra,In Progress,Jackrabbit Oak,1
7/12/2018,Francesco Mari,Resolved,Jackrabbit Oak,1
7/12/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
7/12/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/12/2018,Vikas Saurabh,In Progress,Jackrabbit Oak,1
7/13/2018,Amit Jain,Closed,Jackrabbit Oak,1
7/13/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/13/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
7/13/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/16/2018,Amit Jain,Open,Jackrabbit Oak,1
7/16/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
7/17/2018,Amit Jain,Closed,Jackrabbit Oak,1
7/17/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/17/2018,Andrei Dulceanu,In Progress,Jackrabbit Oak,1
7/17/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/17/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/17/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/17/2018,Robert Munteanu,Open,Jackrabbit Oak,1
7/18/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/19/2018,Alex Deparvu,Resolved,Jackrabbit Oak,1
7/19/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
7/22/2018,Amit Jain,Resolved,Jackrabbit Oak,1
7/22/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/22/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/23/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
7/24/2018,Hudson,Open,Jackrabbit Oak,1
7/24/2018,Julian Reschke,Reopened,Jackrabbit Oak,1
7/24/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
7/24/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
7/25/2018,Tomek Rękawek,Open,Jackrabbit Oak,1
7/25/2018,Tomek Rękawek,Resolved,Jackrabbit Oak,1
7/26/2018,Michael Dürig,Open,Jackrabbit Oak,1
7/26/2018,Tomek Rękawek,Resolved,Jackrabbit Oak,1
7/27/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
7/27/2018,Julian Sedding,Open,Jackrabbit Oak,1
7/27/2018,Michael Dürig,Open,Jackrabbit Oak,1
7/30/2018,Davide Giannella,Closed,Jackrabbit Oak,1
7/30/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
7/30/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
7/30/2018,Julian Reschke,Open,Jackrabbit Oak,1
8/1/2018,Andrei Dulceanu,Open,Jackrabbit Oak,1
8/1/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
8/1/2018,Julian Reschke,Open,Jackrabbit Oak,1
8/1/2018,Tomek Rękawek,Resolved,Jackrabbit Oak,1
8/2/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
8/2/2018,Julian Reschke,Open,Jackrabbit Oak,1
8/2/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
8/2/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
8/2/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
8/5/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/5/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/5/2018,Julian Reschke,Resolved,Jackrabbit Oak,1
8/6/2018,Chetan Mehrotra,Open,Jackrabbit Oak,1
8/7/2018,Alexander Klimetschek,In Progress,Jackrabbit Oak,1
8/7/2018,Alexander Klimetschek,Resolved,Jackrabbit Oak,1
8/7/2018,Amit Jain,Reopened,Jackrabbit Oak,1
8/7/2018,Amit Jain,Resolved,Jackrabbit Oak,1
8/7/2018,Marcel Reutegger,Reopened,Jackrabbit Oak,1
8/7/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
8/7/2018,Michael Dürig,Open,Jackrabbit Oak,1
8/7/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
8/7/2018,Vikas Saurabh,In Progress,Jackrabbit Oak,1
8/7/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
8/8/2018,Alex Deparvu,In Progress,Jackrabbit Oak,1
8/8/2018,Amit Jain,Open,Jackrabbit Oak,1
8/8/2018,Julian Reschke,Open,Jackrabbit Oak,1
8/8/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
8/9/2018,Amit Jain,Resolved,Jackrabbit Oak,1
8/9/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
8/9/2018,Julian Reschke,Open,Jackrabbit Oak,1
8/13/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/13/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/13/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
8/15/2018,Michael Dürig,Open,Jackrabbit Oak,1
8/15/2018,Michael Dürig,Resolved,Jackrabbit Oak,1
8/20/2018,Stefan Egli,Open,Jackrabbit Oak,1
8/21/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/21/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/21/2018,Thomas Mueller,Open,Jackrabbit Oak,1
8/21/2018,Thomas Mueller,Reopened,Jackrabbit Oak,1
8/21/2018,Thomas Mueller,Resolved,Jackrabbit Oak,1
8/22/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/22/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/23/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/23/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/27/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
8/30/2018,Amit Jain,Resolved,Jackrabbit Oak,1
8/30/2018,Davide Giannella,Closed,Jackrabbit Oak,1
8/30/2018,Davide Giannella,Resolved,Jackrabbit Oak,1
8/30/2018,Francesco Mari,Open,Jackrabbit Oak,1
8/30/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
8/31/2018,Amit Jain,Resolved,Jackrabbit Oak,1
8/31/2018,Francesco Mari,Open,Jackrabbit Oak,1
8/31/2018,Marcel Reutegger,Closed,Jackrabbit Oak,1
8/31/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
9/3/2018,Axel Hanikel,Resolved,Jackrabbit Oak,1
9/4/2018,Julian Reschke,In Progress,Jackrabbit Oak,1
9/6/2018,Alex Deparvu,Resolved,Jackrabbit Oak,1
9/6/2018,Thomas Mueller,Resolved,Jackrabbit Oak,1
9/6/2018,Tommaso Teofili,Resolved,Jackrabbit Oak,1
9/10/2018,Marcel Reutegger,Open,Jackrabbit Oak,1
9/10/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
9/11/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/11/2018,Davide Giannella,Open,Jackrabbit Oak,1
9/11/2018,Michael Dürig,Open,Jackrabbit Oak,1
9/11/2018,Robert Munteanu,Open,Jackrabbit Oak,1
9/12/2018,Alex Deparvu,Open,Jackrabbit Oak,1
9/12/2018,Amit Jain,Closed,Jackrabbit Oak,1
9/12/2018,Amit Jain,Open,Jackrabbit Oak,1
9/12/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/12/2018,Hudson,Open,Jackrabbit Oak,1
9/12/2018,Vikas Saurabh,Resolved,Jackrabbit Oak,1
9/13/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/14/2018,Guido Dunker,Open,Jackrabbit Oak,1
9/14/2018,Michael Dürig,In Progress,Jackrabbit Oak,1
9/17/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/17/2018,Marcel Reutegger,Resolved,Jackrabbit Oak,1
9/17/2018,Robert Munteanu,Open,Jackrabbit Oak,1
9/18/2018,Axel Hanikel,In Progress,Jackrabbit Oak,1
9/18/2018,Suren Konathala,Open,Jackrabbit Oak,1
9/18/2018,Thomas Mueller,In Progress,Jackrabbit Oak,1
9/19/2018,Davide Giannella,Open,Jackrabbit Oak,1
9/19/2018,Matt Ryan,In Progress,Jackrabbit Oak,1
9/19/2018,Matt Ryan,Resolved,Jackrabbit Oak,1
9/19/2018,Moh.riza,Open,Jackrabbit Oak,1
9/19/2018,Thomas Mueller,Open,Jackrabbit Oak,1
9/20/2018,Francesco Mari,In Progress,Jackrabbit Oak,1
9/23/2018,Robert Munteanu,Open,Jackrabbit Oak,1
9/24/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/25/2018,Alex Deparvu,Resolved,Jackrabbit Oak,1
9/26/2018,Alex Deparvu,Resolved,Jackrabbit Oak,1
9/26/2018,Amit Jain,Resolved,Jackrabbit Oak,1
9/26/2018,Hudson,Open,Jackrabbit Oak,1
9/27/2018,Alex Deparvu,Resolved,Jackrabbit Oak,1
9/27/2018,Marcel Reutegger,In Progress,Jackrabbit Oak,1
9/28/2018,Francesco Mari,Open,Jackrabbit Oak,1
9/28/2018,Michael Dürig,In Progress,Jackrabbit Oak,1
7/23/2018,Antoine Duprat,Resolved,James jDKIM,1
7/4/2018,Matthieu Baechler,Closed,James Mailbox,1
7/4/2018,Tellier Benoit,Open,James Mailbox,1
7/4/2018,Tellier Benoit,Resolved,James Mailbox,1
7/14/2018,Tellier Benoit,Closed,James Mailbox,1
7/14/2018,Tellier Benoit,Resolved,James Mailbox,1
7/16/2018,Matthieu Baechler,Open,James Mailbox,1
7/18/2018,Matthieu Baechler,Open,James Mailbox,1
7/20/2018,Tellier Benoit,Open,James Mailbox,1
8/15/2018,Tellier Benoit,Open,James Mailbox,1
8/15/2018,Tellier Benoit,Resolved,James Mailbox,1
1/26/2011,Raffaele Gambelli,Resolved,James Mime4j,1
1/26/2011,Stefano Bagnara,Resolved,James Mime4j,1
10/11/2016,Edgar Asatryan,Open,James Mime4j,1
10/11/2016,Tellier Benoit,Open,James Mime4j,1
7/2/2018,Tellier Benoit,Open,James Mime4j,1
7/2/2018,Tim Allison,Open,James Mime4j,1
7/15/2018,Tellier Benoit,Closed,James MPT,1
7/15/2018,Tellier Benoit,Open,James MPT,1
7/15/2018,Tellier Benoit,Resolved,James MPT,1
7/16/2018,Tellier Benoit,Closed,James MPT,1
7/16/2018,Tellier Benoit,Resolved,James MPT,1
7/26/2018,Tellier Benoit,Open,James Protocols,1
9/21/2017,Tellier Benoit,Closed,James Server,1
9/21/2017,Tellier Benoit,Open,James Server,1
9/21/2017,Tellier Benoit,Resolved,James Server,1
10/2/2017,Tellier Benoit,Closed,James Server,1
10/2/2017,Tellier Benoit,Open,James Server,1
10/2/2017,Tellier Benoit,Resolved,James Server,1
1/10/2018,Tellier Benoit,Closed,James Server,1
1/11/2018,Matthieu Baechler,Open,James Server,1
1/11/2018,Tellier Benoit,Closed,James Server,1
1/16/2018,Tellier Benoit,Closed,James Server,1
1/16/2018,Tellier Benoit,Open,James Server,1
1/16/2018,Tellier Benoit,Resolved,James Server,1
3/12/2018,Tellier Benoit,Closed,James Server,1
3/12/2018,Tellier Benoit,Open,James Server,1
4/17/2018,Edgar Asatryan,Open,James Server,1
4/17/2018,Tellier Benoit,Closed,James Server,1
4/17/2018,Tellier Benoit,Open,James Server,1
4/17/2018,Tellier Benoit,Resolved,James Server,1
6/4/2018,Tellier Benoit,Open,James Server,1
6/4/2018,Tellier Benoit,Resolved,James Server,1
6/19/2018,Trần Tiến Đức,Closed,James Server,1
6/26/2018,Tellier Benoit,Closed,James Server,1
6/26/2018,Tellier Benoit,Open,James Server,1
6/26/2018,Tellier Benoit,Resolved,James Server,1
6/27/2018,Tellier Benoit,Resolved,James Server,1
6/28/2018,Tellier Benoit,Closed,James Server,1
6/28/2018,Tellier Benoit,Open,James Server,1
6/28/2018,Tellier Benoit,Resolved,James Server,1
7/1/2018,Tellier Benoit,Closed,James Server,1
7/1/2018,Tellier Benoit,Resolved,James Server,1
7/2/2018,Antoine Duprat,Open,James Server,1
7/3/2018,Gautier DI FOLCO,Open,James Server,1
7/3/2018,Tellier Benoit,Closed,James Server,1
7/3/2018,Tellier Benoit,Open,James Server,1
7/3/2018,Tellier Benoit,Resolved,James Server,1
7/4/2018,Tellier Benoit,Closed,James Server,1
7/4/2018,Tellier Benoit,Resolved,James Server,1
7/5/2018,Antoine Duprat,Open,James Server,1
7/5/2018,Tellier Benoit,Closed,James Server,1
7/5/2018,Tellier Benoit,Open,James Server,1
7/5/2018,Tellier Benoit,Resolved,James Server,1
7/6/2018,Antoine Duprat,Closed,James Server,1
7/6/2018,Antoine Duprat,Open,James Server,1
7/6/2018,Antoine Duprat,Resolved,James Server,1
7/6/2018,Gautier DI FOLCO,Open,James Server,1
7/6/2018,Tellier Benoit,Closed,James Server,1
7/8/2018,Edgar Asatryan,Closed,James Server,1
7/8/2018,Tellier Benoit,Open,James Server,1
7/9/2018,Antoine Duprat,Closed,James Server,1
7/9/2018,Antoine Duprat,Resolved,James Server,1
7/10/2018,Gautier DI FOLCO,Open,James Server,1
7/10/2018,Raphaël Ouazana,Open,James Server,1
7/12/2018,Raphaël Ouazana,Closed,James Server,1
7/13/2018,Antoine Duprat,Open,James Server,1
7/13/2018,Tellier Benoit,Open,James Server,1
7/13/2018,Tellier Benoit,Resolved,James Server,1
7/18/2018,Matthieu Baechler,Closed,James Server,1
7/18/2018,Matthieu Baechler,Open,James Server,1
7/19/2018,John Bester,Open,James Server,1
7/19/2018,Matthieu Baechler,Open,James Server,1
7/19/2018,Trần Tiến Đức,Closed,James Server,1
7/22/2018,Trần Tiến Đức,Open,James Server,1
7/23/2018,Antoine Duprat,Open,James Server,1
7/24/2018,Edgar Asatryan,Open,James Server,1
7/24/2018,Gautier DI FOLCO,Open,James Server,1
7/26/2018,Matthieu Baechler,Closed,James Server,1
7/26/2018,Matthieu Baechler,Open,James Server,1
7/26/2018,Tellier Benoit,Closed,James Server,1
7/26/2018,Tellier Benoit,Open,James Server,1
7/26/2018,Tellier Benoit,Resolved,James Server,1
7/30/2018,Trần Tiến Đức,Open,James Server,1
7/31/2018,Matthieu Baechler,Open,James Server,1
8/2/2018,John Bester,Closed,James Server,1
8/3/2018,Matthieu Baechler,Open,James Server,1
8/3/2018,Tellier Benoit,Resolved,James Server,1
8/14/2018,Tellier Benoit,Closed,James Server,1
8/14/2018,Tellier Benoit,Open,James Server,1
8/14/2018,Tellier Benoit,Resolved,James Server,1
8/16/2018,Tellier Benoit,Closed,James Server,1
8/16/2018,Tellier Benoit,Open,James Server,1
8/16/2018,Tellier Benoit,Resolved,James Server,1
8/16/2018,Trần Tiến Đức,Open,James Server,1
8/17/2018,Matthieu Baechler,Open,James Server,1
8/17/2018,Tellier Benoit,Closed,James Server,1
8/22/2018,Jean Helou,Open,James Server,1
8/23/2018,Matthieu Baechler,Open,James Server,1
8/23/2018,Tellier Benoit,Closed,James Server,1
8/23/2018,Tellier Benoit,Open,James Server,1
8/23/2018,Trần Tiến Đức,Open,James Server,1
8/24/2018,Antoine Duprat,Closed,James Server,1
8/24/2018,Matthieu Baechler,Open,James Server,1
8/28/2018,Jean Helou,Open,James Server,1
9/3/2018,Antoine Duprat,Closed,James Server,1
9/3/2018,Antoine Duprat,Open,James Server,1
9/3/2018,Antoine Duprat,Resolved,James Server,1
9/3/2018,Gautier DI FOLCO,Open,James Server,1
9/4/2018,Matthieu Baechler,Open,James Server,1
9/4/2018,Raphaël Ouazana,Open,James Server,1
9/4/2018,Tellier Benoit,Closed,James Server,1
9/5/2018,Matthieu Baechler,Closed,James Server,1
9/5/2018,Matthieu Baechler,Open,James Server,1
9/5/2018,Matthieu Baechler,Reopened,James Server,1
9/5/2018,Tellier Benoit,Closed,James Server,1
9/5/2018,Tellier Benoit,Resolved,James Server,1
9/6/2018,Matthieu Baechler,Open,James Server,1
9/7/2018,Trần Tiến Đức,Open,James Server,1
9/9/2018,Tellier Benoit,Closed,James Server,1
9/9/2018,Tellier Benoit,Open,James Server,1
9/9/2018,Tellier Benoit,Resolved,James Server,1
9/12/2018,Tellier Benoit,Resolved,James Server,1
9/13/2018,Jean Helou,Open,James Server,1
9/13/2018,Matthieu Baechler,Open,James Server,1
9/17/2018,Antoine Duprat,Closed,James Server,1
9/17/2018,Antoine Duprat,Resolved,James Server,1
9/18/2018,Antoine Duprat,Open,James Server,1
9/18/2018,Tellier Benoit,Closed,James Server,1
9/18/2018,Tellier Benoit,Open,James Server,1
9/18/2018,Tellier Benoit,Resolved,James Server,1
6/24/2016,Felix Otto,Open,jclouds,1
8/31/2016,Ignasi Barrera,Open,jclouds,1
11/9/2016,Alix Lourme,Open,jclouds,1
9/6/2017,Ignasi Barrera,Open,jclouds,1
9/6/2017,Ignasi Barrera,Resolved,jclouds,1
9/6/2017,Markus Kuppe,Open,jclouds,1
10/13/2017,Ignasi Barrera,Open,jclouds,1
11/30/2017,Ignasi Barrera,Resolved,jclouds,1
1/4/2018,Ignasi Barrera,Resolved,jclouds,1
1/10/2018,Ignasi Barrera,Resolved,jclouds,1
1/11/2018,Ignasi Barrera,Resolved,jclouds,1
2/5/2018,Ignasi Barrera,Open,jclouds,1
2/14/2018,Ignasi Barrera,Resolved,jclouds,1
2/26/2018,Daniel Estevez,Resolved,jclouds,1
4/5/2018,Ignasi Barrera,Resolved,jclouds,1
4/13/2018,Ignasi Barrera,Open,jclouds,1
4/17/2018,Ignasi Barrera,Resolved,jclouds,1
5/7/2018,Andrew Gaul,Open,jclouds,1
5/7/2018,Timothy Anyona,Open,jclouds,1
5/15/2018,Suresh,Open,jclouds,1
6/21/2018,Andrew Gaul,Open,jclouds,1
6/21/2018,Himanshu Jain,Open,jclouds,1
7/3/2018,Ignasi Barrera,Open,jclouds,1
7/4/2018,Ignasi Barrera,Resolved,jclouds,1
7/10/2018,Ignasi Barrera,Resolved,jclouds,1
7/20/2018,Andrea Turli,Open,jclouds,1
8/9/2018,Andrea Turli,Closed,jclouds,1
8/9/2018,Ignasi Barrera,Resolved,jclouds,1
8/13/2018,Ignasi Barrera,Open,jclouds,1
