Date,Name,Status,Project,Count
9/28/2018,Liang Chen,Resolved,CarbonData,1
9/28/2018,QiangCai,Open,CarbonData,1
9/28/2018,jiangmanhua,Open,CarbonData,1
9/28/2018,xuchuanyin,Open,CarbonData,1
9/30/2018,Ravindra Pesala,Open,CarbonData,1
9/13/2011,Marcus Eriksson,Resolved,Cassandra,1
11/12/2011,Jeff Jirsa,Open,Cassandra,1
12/13/2011,Moh.riza,Resolved,Cassandra,1
8/27/2013,Jeremy Hanna,Resolved,Cassandra,1
8/29/2013,Ariel Weisberg,Resolved,Cassandra,1
10/13/2013,Moh.riza,Resolved,Cassandra,1
12/18/2013,Jeremy Hanna,Open,Cassandra,1
12/18/2013,Jeremy Hanna,Resolved,Cassandra,1
1/6/2014,Jeremy Hanna,Resolved,Cassandra,1
4/22/2014,Marcus Eriksson,Resolved,Cassandra,1
4/22/2014,Tania S Engel,Resolved,Cassandra,1
10/8/2014,Jay Zhuang,Resolved,Cassandra,1
11/6/2014,Andrés de la Peña,Patch Available,Cassandra,1
11/12/2014,Sam Tunnicliffe,Open,Cassandra,1
11/12/2014,Stefan Podkowinski,Open,Cassandra,1
12/16/2014,Dmitry Lazurkin,Resolved,Cassandra,1
12/20/2014,Alexander Dejanovski,Resolved,Cassandra,1
12/20/2014,mck,Resolved,Cassandra,1
3/13/2015,Jeremy Hanna,Awaiting Feedback,Cassandra,1
4/23/2015,Jeff Jirsa,In Progress,Cassandra,1
4/23/2015,Jeff Jirsa,Resolved,Cassandra,1
4/24/2015,Joseph Lynch,Resolved,Cassandra,1
5/1/2015,No User,Ready to Commit,Cassandra,1
5/1/2015,Sam Tunnicliffe,Awaiting Feedback,Cassandra,1
5/1/2015,Sam Tunnicliffe,In Progress,Cassandra,1
5/21/2015,C. Scott Andreas,Patch Available,Cassandra,1
6/17/2015,Jason Brown,Ready to Commit,Cassandra,1
6/17/2015,Robert Stupp,Ready to Commit,Cassandra,1
6/17/2015,Robert Stupp,Resolved,Cassandra,1
6/22/2015,Jean Duclair TAGU,In Progress,Cassandra,1
6/25/2015,Jeff Jirsa,Resolved,Cassandra,1
6/25/2015,Vincent White,Open,Cassandra,1
6/25/2015,Vincent White,Resolved,Cassandra,1
6/27/2015,Jason Brown,Open,Cassandra,1
8/5/2015,Benedict,Resolved,Cassandra,1
8/5/2015,Jay Zhuang,Ready to Commit,Cassandra,1
8/8/2015,C. Scott Andreas,Patch Available,Cassandra,1
8/8/2015,sankalp kohli,Patch Available,Cassandra,1
8/25/2015,Patrick Bannister,Open,Cassandra,1
10/16/2015,C. Scott Andreas,Open,Cassandra,1
11/13/2015,C. Scott Andreas,Open,Cassandra,1
11/17/2015,Aleksey Yeschenko,Patch Available,Cassandra,1
11/17/2015,Aleksey Yeschenko,Resolved,Cassandra,1
11/17/2015,Ariel Weisberg,Patch Available,Cassandra,1
11/30/2015,C. Scott Andreas,Patch Available,Cassandra,1
11/30/2015,N  L ,Ready to Commit,Cassandra,1
2/2/2016,mck,Patch Available,Cassandra,1
2/10/2016,Dmitry Lazurkin,Resolved,Cassandra,1
2/12/2016,Alexander Dejanovski,Open,Cassandra,1
2/17/2016,Ratha KM,Open,Cassandra,1
3/10/2016,Cyril Scetbon,Open,Cassandra,1
4/9/2016,Thomas Steinmaurer,Resolved,Cassandra,1
4/27/2016,Artsiom Yudovin,Awaiting Feedback,Cassandra,1
4/27/2016,Artsiom Yudovin,In Progress,Cassandra,1
4/27/2016,Artsiom Yudovin,Open,Cassandra,1
4/27/2016,Artsiom Yudovin,Ready to Commit,Cassandra,1
4/27/2016,Jason Brown,Patch Available,Cassandra,1
5/16/2016,Jason Brown,Open,Cassandra,1
5/16/2016,Jason Brown,Resolved,Cassandra,1
6/10/2016,Alex Petrov,Patch Available,Cassandra,1
6/10/2016,Jordan West,Patch Available,Cassandra,1
7/1/2016,Jeff Jirsa,Open,Cassandra,1
7/1/2016,Jeremiah Jordan,Open,Cassandra,1
7/8/2016,Jason Brown,Resolved,Cassandra,1
7/8/2016,Jeremy Hanna,Resolved,Cassandra,1
7/8/2016,Mehdi,Resolved,Cassandra,1
7/8/2016,Per Otterström,Resolved,Cassandra,1
8/5/2016,Jason Brown,Open,Cassandra,1
8/5/2016,Jason Brown,Resolved,Cassandra,1
8/15/2016,Pramod K Sivaraju,Open,Cassandra,1
9/23/2016,C. Scott Andreas,Resolved,Cassandra,1
9/23/2016,Jay Zhuang,Resolved,Cassandra,1
9/23/2016,Stephen Connolly,Patch Available,Cassandra,1
10/12/2016,C. Scott Andreas,In Progress,Cassandra,1
11/17/2016,Artsiom Yudovin,Open,Cassandra,1
11/17/2016,Artsiom Yudovin,Patch Available,Cassandra,1
11/21/2016,Chris Donati,Open,Cassandra,1
11/21/2016,Chris Donati,Patch Available,Cassandra,1
12/5/2016,Aleksey Yeschenko,Awaiting Feedback,Cassandra,1
12/5/2016,Aleksey Yeschenko,Patch Available,Cassandra,1
12/6/2016,C. Scott Andreas,Patch Available,Cassandra,1
12/6/2016,Jeff Jirsa,Patch Available,Cassandra,1
12/6/2016,Terrence Cooke,Open,Cassandra,1
12/6/2016,Terrence Cooke,Ready to Commit,Cassandra,1
12/29/2016,Andrei Sereda,Open,Cassandra,1
2/7/2017,Jason Brown,Open,Cassandra,1
2/24/2017,Stefan Podkowinski,Resolved,Cassandra,1
3/2/2017,Joseph Lynch,Open,Cassandra,1
3/6/2017,Aleksey Yeschenko,Patch Available,Cassandra,1
3/6/2017,Benedict,Resolved,Cassandra,1
3/6/2017,Sam Tunnicliffe,In Progress,Cassandra,1
3/6/2017,Sam Tunnicliffe,Resolved,Cassandra,1
3/8/2017,Jason Brown,Open,Cassandra,1
3/8/2017,Jason Brown,Resolved,Cassandra,1
3/18/2017,Stefan Podkowinski,Resolved,Cassandra,1
4/3/2017,Jason Brown,Open,Cassandra,1
4/3/2017,Jason Brown,Resolved,Cassandra,1
4/7/2017,Aleksey Yeschenko,Ready to Commit,Cassandra,1
4/7/2017,Aleksey Yeschenko,Resolved,Cassandra,1
4/7/2017,Sam Tunnicliffe,Patch Available,Cassandra,1
4/13/2017,Benedict,Resolved,Cassandra,1
4/13/2017,Vladimir Bukhtoyarov,Resolved,Cassandra,1
4/18/2017,Jason Brown,Open,Cassandra,1
4/18/2017,Jason Brown,Resolved,Cassandra,1
4/18/2017,Stefan Podkowinski,In Progress,Cassandra,1
4/20/2017,Kurt Greaves,Patch Available,Cassandra,1
5/8/2017,Aleksey Yeschenko,Awaiting Feedback,Cassandra,1
5/11/2017,Vincent White,Resolved,Cassandra,1
5/24/2017,Aleksey Yeschenko,Open,Cassandra,1
6/21/2017,Benedict,Patch Available,Cassandra,1
6/21/2017,Joseph Lynch,Patch Available,Cassandra,1
6/27/2017,Ariel Weisberg,Patch Available,Cassandra,1
6/27/2017,Jon Haddad,Patch Available,Cassandra,1
6/27/2017,Jon Haddad,Resolved,Cassandra,1
6/27/2017,Stefan Podkowinski,Patch Available,Cassandra,1
6/30/2017,Jeff Jirsa,Open,Cassandra,1
6/30/2017,Norman Maurer,Open,Cassandra,1
7/5/2017,Stefan Podkowinski,In Progress,Cassandra,1
7/5/2017,Stefan Podkowinski,Resolved,Cassandra,1
7/19/2017,Sumanth Pasupuleti,In Progress,Cassandra,1
7/20/2017,Ariel Weisberg,Open,Cassandra,1
7/21/2017,Aleksey Yeschenko,Patch Available,Cassandra,1
8/16/2017,Jason Brown,Open,Cassandra,1
9/1/2017,Benedict,Open,Cassandra,1
9/4/2017,C. Scott Andreas,Patch Available,Cassandra,1
9/20/2017,Joshua McKenzie,Open,Cassandra,1
9/25/2017,Ariel Weisberg,Open,Cassandra,1
9/25/2017,Joshua McKenzie,Open,Cassandra,1
9/26/2017,Patrick Bannister,Open,Cassandra,1
9/27/2017,Joshua McKenzie,Open,Cassandra,1
9/27/2017,Stefan Podkowinski,Resolved,Cassandra,1
9/28/2017,Joshua McKenzie,Patch Available,Cassandra,1
9/29/2017,Joshua McKenzie,Open,Cassandra,1
10/3/2017,Joshua McKenzie,Open,Cassandra,1
10/5/2017,Dimitar Dimitrov,Patch Available,Cassandra,1
10/5/2017,Jason Brown,Patch Available,Cassandra,1
10/5/2017,Michael Shuler,Patch Available,Cassandra,1
10/10/2017,Joshua McKenzie,Open,Cassandra,1
10/10/2017,Joshua McKenzie,Resolved,Cassandra,1
10/16/2017,Joshua McKenzie,Open,Cassandra,1
10/20/2017,Stefan Podkowinski,Patch Available,Cassandra,1
10/27/2017,Jason Brown,Resolved,Cassandra,1
11/3/2017,Joshua McKenzie,Open,Cassandra,1
11/6/2017,Aleksey Yeschenko,Open,Cassandra,1
11/6/2017,Alex Petrov,Open,Cassandra,1
11/14/2017,Joshua McKenzie,Open,Cassandra,1
11/15/2017,Jason Brown,Resolved,Cassandra,1
11/29/2017,Jason Brown,Patch Available,Cassandra,1
12/5/2017,C. Scott Andreas,Open,Cassandra,1
12/5/2017,Jeremiah Jordan,Open,Cassandra,1
12/5/2017,Jeremiah Jordan,Patch Available,Cassandra,1
12/5/2017,Ma Dega,Patch Available,Cassandra,1
12/5/2017,Marcus Olsson,Patch Available,Cassandra,1
12/5/2017,No User,Awaiting Feedback,Cassandra,1
12/5/2017,No User,Open,Cassandra,1
12/5/2017,No User,Ready to Commit,Cassandra,1
12/5/2017,Vasily Vasilkov,Patch Available,Cassandra,1
12/8/2017,Joshua McKenzie,Patch Available,Cassandra,1
12/18/2017,Joshua McKenzie,Open,Cassandra,1
1/3/2018,Marcus Eriksson,Ready to Commit,Cassandra,1
1/3/2018,Sam Tunnicliffe,In Progress,Cassandra,1
1/3/2018,Sam Tunnicliffe,Resolved,Cassandra,1
1/8/2018,Jason Brown,Patch Available,Cassandra,1
1/9/2018,Jason Brown,Ready to Commit,Cassandra,1
1/9/2018,Marcus Eriksson,Ready to Commit,Cassandra,1
1/9/2018,Marcus Eriksson,Resolved,Cassandra,1
1/10/2018,Jason Brown,Open,Cassandra,1
1/15/2018,Gzegoz Jurgo,Patch Available,Cassandra,1
1/15/2018,Joshua McKenzie,Open,Cassandra,1
1/15/2018,Sylvain Lebresne,Patch Available,Cassandra,1
1/15/2018,Sylvain Lebresne,Resolved,Cassandra,1
1/19/2018,Joshua McKenzie,Open,Cassandra,1
1/21/2018,Joshua McKenzie,Ready to Commit,Cassandra,1
1/23/2018,Jason Brown,Patch Available,Cassandra,1
1/29/2018,Joshua McKenzie,In Progress,Cassandra,1
1/31/2018,Joshua McKenzie,Patch Available,Cassandra,1
1/31/2018,Stefan Podkowinski,Patch Available,Cassandra,1
2/7/2018,Joshua McKenzie,Patch Available,Cassandra,1
2/19/2018,Joshua McKenzie,Patch Available,Cassandra,1
2/21/2018,Benjamin Lerer,Resolved,Cassandra,1
2/21/2018,Bruno,Resolved,Cassandra,1
2/21/2018,Michael Shuler,Resolved,Cassandra,1
2/25/2018,Joshua McKenzie,Open,Cassandra,1
3/2/2018,Jason Brown,Resolved,Cassandra,1
3/2/2018,Kurt Greaves,Resolved,Cassandra,1
3/4/2018,Jeff Jirsa,Open,Cassandra,1
3/5/2018,Alexander Ivakov,Patch Available,Cassandra,1
3/5/2018,C. Scott Andreas,Patch Available,Cassandra,1
3/5/2018,Chris Lohfink,Patch Available,Cassandra,1
3/5/2018,Kurt Greaves,Open,Cassandra,1
3/7/2018,C. Scott Andreas,Patch Available,Cassandra,1
3/8/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
3/8/2018,C. Scott Andreas,Patch Available,Cassandra,1
3/8/2018,Jeremy Hanna,Patch Available,Cassandra,1
3/8/2018,Joshua McKenzie,Open,Cassandra,1
3/8/2018,Michael Kjellman,Patch Available,Cassandra,1
3/12/2018,C. Scott Andreas,Patch Available,Cassandra,1
3/16/2018,Vinay Chella,Patch Available,Cassandra,1
3/19/2018,Kurt Greaves,Patch Available,Cassandra,1
3/20/2018,Kurt Greaves,Open,Cassandra,1
3/24/2018,Jeff Jirsa,Open,Cassandra,1
3/27/2018,Aleksey Yeschenko,Open,Cassandra,1
3/27/2018,C. Scott Andreas,Open,Cassandra,1
3/27/2018,Jason Brown,Awaiting Feedback,Cassandra,1
3/27/2018,Jason Brown,In Progress,Cassandra,1
3/27/2018,Joseph Lynch,Open,Cassandra,1
3/27/2018,No User,Ready to Commit,Cassandra,1
3/27/2018,Vinay Chella,Open,Cassandra,1
3/27/2018,mck,Patch Available,Cassandra,1
3/30/2018,C. Scott Andreas,In Progress,Cassandra,1
3/30/2018,Joseph Lynch,In Progress,Cassandra,1
3/30/2018,Kevin Zhang,Patch Available,Cassandra,1
3/30/2018,Kurt Greaves,In Progress,Cassandra,1
4/9/2018,Jason Brown,Resolved,Cassandra,1
4/11/2018,Benjamin Lerer,Resolved,Cassandra,1
4/11/2018,Francisco Fernandez,Patch Available,Cassandra,1
4/12/2018,Michael Shuler,Open,Cassandra,1
4/17/2018,Dinesh Joshi,Open,Cassandra,1
4/17/2018,ZhaoYang,Open,Cassandra,1
4/18/2018,Jeremy Hanna,Resolved,Cassandra,1
4/19/2018,Kurt Greaves,Reopened,Cassandra,1
4/20/2018,Constance Eustace,Open,Cassandra,1
4/20/2018,Marcus Eriksson,Resolved,Cassandra,1
4/26/2018,Aleksey Yeschenko,Open,Cassandra,1
4/26/2018,Aleksey Yeschenko,Resolved,Cassandra,1
4/26/2018,Jason Brown,Resolved,Cassandra,1
4/26/2018,Michael Shuler,Open,Cassandra,1
4/26/2018,Tommy Stendahl,Patch Available,Cassandra,1
4/26/2018,Tommy Stendahl,Resolved,Cassandra,1
4/27/2018,Kurt Greaves,Open,Cassandra,1
4/27/2018,Kurt Greaves,Resolved,Cassandra,1
5/1/2018,Benedict,Open,Cassandra,1
5/2/2018,Aleksey Yeschenko,Resolved,Cassandra,1
5/2/2018,Dinesh Joshi,Patch Available,Cassandra,1
5/2/2018,Dinesh Joshi,Resolved,Cassandra,1
5/2/2018,Stefan Podkowinski,Resolved,Cassandra,1
5/16/2018,Joseph Lynch,In Progress,Cassandra,1
5/17/2018,Ariel Weisberg,Open,Cassandra,1
5/17/2018,Ariel Weisberg,Resolved,Cassandra,1
5/19/2018,C. Scott Andreas,Patch Available,Cassandra,1
5/19/2018,Joseph Lynch,In Progress,Cassandra,1
5/19/2018,Joseph Lynch,Patch Available,Cassandra,1
5/23/2018,Kurt Greaves,Open,Cassandra,1
5/23/2018,Kurt Greaves,Patch Available,Cassandra,1
5/23/2018,Mulugeta Mammo,Open,Cassandra,1
5/24/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
5/24/2018,Aleksey Yeschenko,Resolved,Cassandra,1
5/24/2018,Ariel Weisberg,Patch Available,Cassandra,1
5/24/2018,Jordan West,Patch Available,Cassandra,1
5/24/2018,Marcus Eriksson,Patch Available,Cassandra,1
5/24/2018,Marcus Eriksson,Resolved,Cassandra,1
5/28/2018,Aleksey Yeschenko,Open,Cassandra,1
5/29/2018,Kurt Greaves,Open,Cassandra,1
5/30/2018,Kurt Greaves,Open,Cassandra,1
5/31/2018,Jason Brown,Patch Available,Cassandra,1
5/31/2018,Jason Brown,Ready to Commit,Cassandra,1
5/31/2018,Jay Zhuang,Ready to Commit,Cassandra,1
5/31/2018,Jay Zhuang,Resolved,Cassandra,1
6/2/2018,Michael Shuler,Resolved,Cassandra,1
6/2/2018,Patrick Bannister,Resolved,Cassandra,1
6/4/2018,Abdul Patel,Open,Cassandra,1
6/4/2018,Jay Zhuang,Patch Available,Cassandra,1
6/4/2018,Sam Tunnicliffe,Resolved,Cassandra,1
6/5/2018,Per Otterström,In Progress,Cassandra,1
6/7/2018,Benedict,Patch Available,Cassandra,1
6/7/2018,Benjamin Lerer,Patch Available,Cassandra,1
6/7/2018,Benjamin Lerer,Ready to Commit,Cassandra,1
6/7/2018,Benjamin Lerer,Resolved,Cassandra,1
6/7/2018,Dinesh Joshi,Patch Available,Cassandra,1
6/7/2018,Jason Brown,Patch Available,Cassandra,1
6/7/2018,Jeremiah Jordan,Open,Cassandra,1
6/7/2018,Jeremy Hanna,Resolved,Cassandra,1
6/7/2018,Joseph Lynch,Patch Available,Cassandra,1
6/7/2018,Michael Shuler,Open,Cassandra,1
6/7/2018,Robert Stupp,Ready to Commit,Cassandra,1
6/8/2018,Jason Brown,Open,Cassandra,1
6/8/2018,Jason Brown,Resolved,Cassandra,1
6/8/2018,Jeremiah Jordan,Resolved,Cassandra,1
6/14/2018,Aleksey Yeschenko,Resolved,Cassandra,1
6/14/2018,Benjamin Lerer,Patch Available,Cassandra,1
6/14/2018,Chris Lohfink,Open,Cassandra,1
6/14/2018,Dinesh Joshi,Patch Available,Cassandra,1
6/14/2018,Dinesh Joshi,Ready to Commit,Cassandra,1
6/14/2018,J.B. Langston,Open,Cassandra,1
6/14/2018,Tommy Stendahl,Open,Cassandra,1
6/15/2018,Jason Brown,Patch Available,Cassandra,1
6/21/2018,Jason Brown,Open,Cassandra,1
6/21/2018,Jay Zhuang,Ready to Commit,Cassandra,1
6/21/2018,Jay Zhuang,Resolved,Cassandra,1
6/22/2018,Aleksey Yeschenko,Open,Cassandra,1
6/22/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
6/22/2018,Chris Lohfink,Ready to Commit,Cassandra,1
6/24/2018,Alex Petrov,Patch Available,Cassandra,1
6/24/2018,Jason Brown,Resolved,Cassandra,1
6/27/2018,Jason Brown,Patch Available,Cassandra,1
6/27/2018,Stefan Podkowinski,Ready to Commit,Cassandra,1
6/27/2018,Stefan Podkowinski,Resolved,Cassandra,1
6/29/2018,Jay Zhuang,Patch Available,Cassandra,1
6/29/2018,Jaydeepkumar Chovatia,Patch Available,Cassandra,1
6/30/2018,C. Scott Andreas,Open,Cassandra,1
6/30/2018,C. Scott Andreas,Resolved,Cassandra,1
6/30/2018,Jeff Jirsa,Patch Available,Cassandra,1
6/30/2018,Jon Haddad,Resolved,Cassandra,1
6/30/2018,Nate McCall,Open,Cassandra,1
6/30/2018,Nate McCall,Resolved,Cassandra,1
7/3/2018,Aleksey Yeschenko,Resolved,Cassandra,1
7/3/2018,Benedict,Open,Cassandra,1
7/3/2018,C. Scott Andreas,Patch Available,Cassandra,1
7/3/2018,Dikang Gu,Open,Cassandra,1
7/3/2018,Dinesh Joshi,Resolved,Cassandra,1
7/3/2018,Jaydeepkumar Chovatia,In Progress,Cassandra,1
7/3/2018,Jeff Jirsa,Open,Cassandra,1
7/3/2018,Joseph Lynch,Open,Cassandra,1
7/3/2018,Kurt Greaves,Patch Available,Cassandra,1
7/3/2018,Sam Tunnicliffe,Open,Cassandra,1
7/3/2018,Vinay Chella,Open,Cassandra,1
7/4/2018,Jason Brown,Resolved,Cassandra,1
7/4/2018,Stefan Podkowinski,Open,Cassandra,1
7/4/2018,Stefan Podkowinski,Resolved,Cassandra,1
7/5/2018,Kurt Greaves,Patch Available,Cassandra,1
7/5/2018,Tim Suess,Patch Available,Cassandra,1
7/6/2018,Ariel Weisberg,Patch Available,Cassandra,1
7/6/2018,Benedict,Patch Available,Cassandra,1
7/6/2018,Jeff Jirsa,Ready to Commit,Cassandra,1
7/6/2018,Stefan Podkowinski,Ready to Commit,Cassandra,1
7/9/2018,Joseph Lynch,In Progress,Cassandra,1
7/9/2018,Stefan Podkowinski,Open,Cassandra,1
7/9/2018,Sumanth Pasupuleti,Open,Cassandra,1
7/11/2018,Sumanth Pasupuleti,Open,Cassandra,1
7/13/2018,Aleksey Yeschenko,Patch Available,Cassandra,1
7/13/2018,Aleksey Yeschenko,Resolved,Cassandra,1
7/13/2018,Benedict,Patch Available,Cassandra,1
7/13/2018,Jay Zhuang,Open,Cassandra,1
7/13/2018,Sylvain Lebresne,Resolved,Cassandra,1
7/16/2018,Joshua McKenzie,Patch Available,Cassandra,1
7/17/2018,Aleksey Yeschenko,Resolved,Cassandra,1
7/17/2018,Chris Lohfink,Patch Available,Cassandra,1
7/17/2018,Dinesh Joshi,Ready to Commit,Cassandra,1
7/17/2018,Jason Brown,Ready to Commit,Cassandra,1
7/17/2018,Jason Brown,Resolved,Cassandra,1
7/17/2018,Jeff Jirsa,Open,Cassandra,1
7/17/2018,Jeremy Hanna,Resolved,Cassandra,1
7/17/2018,Sam Tunnicliffe,Resolved,Cassandra,1
7/19/2018,Jason Brown,Patch Available,Cassandra,1
7/21/2018,Jason Brown,Resolved,Cassandra,1
7/21/2018,Jordan West,Open,Cassandra,1
7/21/2018,Michael Shuler,Open,Cassandra,1
7/23/2018,Jeremy Hanna,Open,Cassandra,1
7/23/2018,Kurt Greaves,Open,Cassandra,1
7/23/2018,Marcus Eriksson,Patch Available,Cassandra,1
7/23/2018,Marcus Eriksson,Ready to Commit,Cassandra,1
7/23/2018,Marcus Eriksson,Resolved,Cassandra,1
7/24/2018,Elliott Sims,Open,Cassandra,1
7/24/2018,Zachary Schneider,Open,Cassandra,1
7/25/2018,Aleksey Yeschenko,Ready to Commit,Cassandra,1
7/25/2018,Benedict,Ready to Commit,Cassandra,1
7/25/2018,Blake Eggleston,Resolved,Cassandra,1
7/26/2018,Benjamin Lerer,Awaiting Feedback,Cassandra,1
7/26/2018,Michael Shuler,Open,Cassandra,1
7/26/2018,Rama Krishna,Open,Cassandra,1
7/26/2018,Sam Tunnicliffe,Patch Available,Cassandra,1
7/26/2018,Sam Tunnicliffe,Ready to Commit,Cassandra,1
7/26/2018,Sam Tunnicliffe,Resolved,Cassandra,1
7/26/2018,Stefan Podkowinski,Patch Available,Cassandra,1
7/26/2018,Stefan Podkowinski,Ready to Commit,Cassandra,1
7/26/2018,Stefan Podkowinski,Resolved,Cassandra,1
7/26/2018,Sumanth Pasupuleti,Open,Cassandra,1
7/28/2018,Jason Brown,Open,Cassandra,1
7/30/2018,Aleksey Yeschenko,Open,Cassandra,1
7/30/2018,Benedict,Open,Cassandra,1
7/30/2018,Jason Brown,Patch Available,Cassandra,1
7/30/2018,Jason Brown,Resolved,Cassandra,1
7/31/2018,Jeremy,Open,Cassandra,1
7/31/2018,Jeremy Hanna,Open,Cassandra,1
8/3/2018,Ariel Weisberg,Patch Available,Cassandra,1
8/3/2018,Blake Eggleston,Resolved,Cassandra,1
8/3/2018,Jeff Jirsa,Patch Available,Cassandra,1
8/3/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/3/2018,Joshua McKenzie,Resolved,Cassandra,1
8/6/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/6/2018,Dinesh Joshi,Open,Cassandra,1
8/6/2018,Dinesh Joshi,Patch Available,Cassandra,1
8/6/2018,Dinesh Joshi,Ready to Commit,Cassandra,1
8/6/2018,Dinesh Joshi,Reopened,Cassandra,1
8/6/2018,Jeremy Hanna,Resolved,Cassandra,1
8/6/2018,Marcus Eriksson,Open,Cassandra,1
8/6/2018,Marcus Eriksson,Resolved,Cassandra,1
8/6/2018,Nate McCall,Open,Cassandra,1
8/6/2018,Nate McCall,Ready to Commit,Cassandra,1
8/6/2018,Sumanth Pasupuleti,Resolved,Cassandra,1
8/6/2018,Wasil Shaikh,Resolved,Cassandra,1
8/7/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/7/2018,Jeremy Hanna,Open,Cassandra,1
8/7/2018,Sumanth Pasupuleti,Patch Available,Cassandra,1
8/7/2018,Vinay Chella,Open,Cassandra,1
8/8/2018,Aleksey Yeschenko,Reopened,Cassandra,1
8/8/2018,Chris Lohfink,Open,Cassandra,1
8/8/2018,Dinesh Joshi,Open,Cassandra,1
8/8/2018,Jason Brown,Open,Cassandra,1
8/8/2018,Jason Brown,Resolved,Cassandra,1
8/8/2018,Jeremy Hanna,Open,Cassandra,1
8/8/2018,Jordan West,Patch Available,Cassandra,1
8/8/2018,Marcus Eriksson,Patch Available,Cassandra,1
8/9/2018,Aleksey Yeschenko,Ready to Commit,Cassandra,1
8/9/2018,Blake Eggleston,Ready to Commit,Cassandra,1
8/9/2018,Blake Eggleston,Resolved,Cassandra,1
8/9/2018,Dinesh Joshi,Open,Cassandra,1
8/9/2018,Dinesh Joshi,Resolved,Cassandra,1
8/9/2018,Henri Yandell,Resolved,Cassandra,1
8/9/2018,Jacques-Henri Berthemet,Patch Available,Cassandra,1
8/9/2018,Jacques-Henri Berthemet,Resolved,Cassandra,1
8/9/2018,Jason Brown,Ready to Commit,Cassandra,1
8/9/2018,Jason Brown,Resolved,Cassandra,1
8/9/2018,Jeff Beck,Open,Cassandra,1
8/9/2018,Jeremy Hanna,Ready to Commit,Cassandra,1
8/10/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/10/2018,Andy Tolbert,In Progress,Cassandra,1
8/10/2018,Andy Tolbert,Open,Cassandra,1
8/10/2018,Jason Brown,Ready to Commit,Cassandra,1
8/10/2018,Jeff Jirsa,In Progress,Cassandra,1
8/10/2018,Jeff Jirsa,Open,Cassandra,1
8/10/2018,Jeremy Hanna,Open,Cassandra,1
8/10/2018,Jordan West,Patch Available,Cassandra,1
8/10/2018,Robert Stupp,Ready to Commit,Cassandra,1
8/10/2018,Sylvain Lebresne,Patch Available,Cassandra,1
8/13/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/13/2018,Chris Lohfink,Patch Available,Cassandra,1
8/13/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/15/2018,Aleksey Yeschenko,In Progress,Cassandra,1
8/15/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/15/2018,Benedict,Resolved,Cassandra,1
8/15/2018,Marcus Eriksson,Open,Cassandra,1
8/15/2018,Vinay Chella,In Progress,Cassandra,1
8/15/2018,Vinay Chella,Open,Cassandra,1
8/16/2018,Branimir Lambov,Resolved,Cassandra,1
8/16/2018,Jason Brown,Patch Available,Cassandra,1
8/16/2018,Jason Brown,Resolved,Cassandra,1
8/16/2018,Jeff Jirsa,Patch Available,Cassandra,1
8/16/2018,Jeremy Hanna,Resolved,Cassandra,1
8/16/2018,Maciej Lasyk,Resolved,Cassandra,1
8/16/2018,Paulo Motta,Resolved,Cassandra,1
8/16/2018,ZhaoYang,Open,Cassandra,1
8/16/2018,ZhaoYang,Resolved,Cassandra,1
8/17/2018,Jeremy Hanna,Open,Cassandra,1
8/17/2018,Vinay Chella,Open,Cassandra,1
8/20/2018,Jeremy Hanna,Open,Cassandra,1
8/20/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/21/2018,C. Scott Andreas,Resolved,Cassandra,1
8/21/2018,Dinesh Joshi,In Progress,Cassandra,1
8/21/2018,Dinesh Joshi,Open,Cassandra,1
8/21/2018,Dinesh Joshi,Resolved,Cassandra,1
8/21/2018,Jason Brown,In Progress,Cassandra,1
8/21/2018,Jason Brown,Ready to Commit,Cassandra,1
8/21/2018,Jason Brown,Resolved,Cassandra,1
8/21/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/21/2018,Jing Weng,Open,Cassandra,1
8/21/2018,Marcus Olsson,Patch Available,Cassandra,1
8/21/2018,Marcus Olsson,Ready to Commit,Cassandra,1
8/21/2018,Nate McCall,Patch Available,Cassandra,1
8/21/2018,Nate McCall,Resolved,Cassandra,1
8/22/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/22/2018,Kurt Greaves,Open,Cassandra,1
8/22/2018,Sam Tunnicliffe,Resolved,Cassandra,1
8/23/2018,Gary Dusbabek,Open,Cassandra,1
8/24/2018,Adam Holmberg,Patch Available,Cassandra,1
8/24/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/24/2018,Jeremy Hanna,Patch Available,Cassandra,1
8/27/2018,Ariel Weisberg,Open,Cassandra,1
8/27/2018,Jeff Jirsa,Patch Available,Cassandra,1
8/27/2018,Stefan Podkowinski,Open,Cassandra,1
8/28/2018,Aleksey Yeschenko,Resolved,Cassandra,1
8/28/2018,Chris Lohfink,Patch Available,Cassandra,1
